employee_id,login_attempts,network_traffic_mb,data_transfer_gb,hour_of_day,attack_type,status,severity
E004,0,0.236328125,0.0023689270019531,10,normal.,NORMAL,-
E033,0,0.2939453125,0.000518798828125,11,normal.,NORMAL,-
E012,0,0.21484375,0.0003633499145507,21,normal.,NORMAL,-
E012,0,0.365234375,0.0,13,normal.,NORMAL,-
E019,0,0.3056640625,0.000279426574707,4,normal.,NORMAL,-
E016,0,0.279296875,0.0014848709106445,1,normal.,NORMAL,-
E048,0,0.5078125,0.0,12,smurf.,NORMAL,-
E031,0,0.1025390625,0.0001401901245117,13,normal.,NORMAL,-
E021,0,0.1025390625,0.0001392364501953,17,normal.,NORMAL,-
E012,0,0.0302734375,8.678436279296875e-05,10,normal.,NORMAL,-
E045,0,0.2255859375,0.0004205703735351,10,normal.,NORMAL,-
E010,0,0.2890625,0.0010299682617187,23,normal.,NORMAL,-
E043,0,0.0068359375,0.000131607055664,21,normal.,NORMAL,-
E027,0,0.2333984375,0.0005464553833007,1,normal.,NORMAL,-
E003,0,1.0078125,0.0,4,smurf.,NORMAL,-
E041,0,0.2919921875,0.0140466690063476,20,normal.,NORMAL,-
E032,0,0.1025390625,0.0001392364501953,8,normal.,NORMAL,-
E027,0,0.3046875,0.0006637573242187,12,normal.,NORMAL,-
E000,0,1.0078125,0.0,17,smurf.,NORMAL,-
E021,0,0.046875,4.57763671875e-05,0,normal.,NORMAL,-
E048,0,0.197265625,0.0006914138793945,8,normal.,NORMAL,-
E049,0,0.22265625,0.0007381439208984,8,normal.,NORMAL,-
E015,0,0.2890625,0.0005970001220703,13,normal.,NORMAL,-
E028,0,1.0078125,0.0,17,smurf.,NORMAL,-
E012,0,0.36328125,0.0008020401000976,2,normal.,NORMAL,-
E037,0,0.2685546875,0.0029506683349609,19,normal.,NORMAL,-
E008,0,0.041015625,4.00543212890625e-05,4,normal.,NORMAL,-
E020,0,0.029296875,0.0,23,normal.,NORMAL,-
E020,0,1.0078125,0.0,5,smurf.,NORMAL,-
E003,0,0.2822265625,0.0002784729003906,23,normal.,NORMAL,-
E026,0,0.0302734375,0.0,16,normal.,NORMAL,-
E006,0,0.1025390625,0.0001392364501953,20,normal.,NORMAL,-
E011,0,0.1025390625,0.0,2,normal.,NORMAL,-
E008,0,0.142578125,0.0,18,normal.,NORMAL,-
E005,0,0.009765625,3.62396240234375e-05,6,normal.,NORMAL,-
E028,0,0.2998046875,0.0010576248168945,8,normal.,NORMAL,-
E003,0,0.0,0.0,1,normal.,NORMAL,-
E015,0,0.2509765625,0.0003519058227539,18,normal.,NORMAL,-
E044,0,0.1025390625,0.0,17,normal.,NORMAL,-
E021,0,0.14453125,0.0073184967041015,7,normal.,NORMAL,-
E004,0,1.560546875,0.0003156661987304,22,normal.,NORMAL,-
E049,0,0.3935546875,0.0061712265014648,4,normal.,NORMAL,-
E036,0,0.21875,0.0007333755493164,5,normal.,NORMAL,-
E025,0,0.3291015625,0.0007381439208984,22,normal.,NORMAL,-
E015,0,1.9990234375,0.0003156661987304,15,normal.,NORMAL,-
E019,0,0.3115234375,0.0005903244018554,0,normal.,NORMAL,-
E021,0,0.208984375,0.0024194717407226,11,normal.,NORMAL,-
E014,0,0.2109375,0.0033435821533203,21,normal.,NORMAL,-
E028,0,0.1025390625,0.0001382827758789,9,normal.,NORMAL,-
E018,0,0.0,0.0,7,neptune.,NORMAL,-
E023,0,0.232421875,0.0004653930664062,15,normal.,NORMAL,-
E045,0,0.3447265625,0.0003528594970703,3,normal.,NORMAL,-
E029,0,0.2314453125,0.0003585815429687,10,normal.,NORMAL,-
E044,0,0.0,0.0,19,neptune.,NORMAL,-
E001,0,0.029296875,0.0,6,normal.,NORMAL,-
E044,0,0.3212890625,0.0009279251098632,4,normal.,NORMAL,-
E019,0,0.3447265625,0.0003299713134765,11,normal.,NORMAL,-
E016,0,0.2109375,0.0025253295898437,21,normal.,NORMAL,-
E029,0,0.298828125,0.0010251998901367,18,normal.,NORMAL,-
E045,0,0.1416015625,0.0001001358032226,9,normal.,NORMAL,-
E026,0,0.2392578125,0.0144462585449218,9,normal.,NORMAL,-
E009,0,0.009765625,3.528594970703125e-05,5,normal.,NORMAL,-
E020,0,0.208984375,0.0002298355102539,10,normal.,NORMAL,-
E014,0,0.201171875,0.0003252029418945,14,normal.,NORMAL,-
E018,0,0.16015625,0.0059900283813476,19,normal.,NORMAL,-
E008,0,0.1025390625,0.0001392364501953,3,normal.,NORMAL,-
E028,0,0.2412109375,0.0021467208862304,0,normal.,NORMAL,-
E025,0,0.212890625,0.006422996520996,6,normal.,NORMAL,-
E024,0,0.1025390625,0.0001401901245117,11,normal.,NORMAL,-
E040,0,0.2216796875,0.0002899169921875,8,normal.,NORMAL,-
E047,0,0.208984375,0.0068693161010742,20,normal.,NORMAL,-
E045,0,0.2958984375,0.0072898864746093,17,normal.,NORMAL,-
E026,0,0.294921875,0.0019750595092773,3,normal.,NORMAL,-
E038,0,0.298828125,0.0006771087646484,12,normal.,NORMAL,-
E049,0,0.310546875,0.0012016296386718,18,normal.,NORMAL,-
E005,0,0.2412109375,0.0004606246948242,0,normal.,NORMAL,-
E021,0,0.2109375,0.0024137496948242,4,normal.,NORMAL,-
E005,0,0.046875,4.57763671875e-05,11,normal.,NORMAL,-
E037,0,0.2685546875,0.0002985000610351,14,normal.,NORMAL,-
E012,0,0.2998046875,0.0009822845458984,14,normal.,NORMAL,-
E017,0,0.171875,0.009993553161621,22,normal.,NORMAL,-
E011,0,0.0,0.0,19,normal.,NORMAL,-
E024,0,0.25390625,0.0037670135498046,2,normal.,NORMAL,-
E031,0,0.201171875,0.014235496520996,14,normal.,NORMAL,-
E035,0,0.142578125,0.0,1,normal.,NORMAL,-
E030,0,0.1025390625,0.0001382827758789,3,normal.,NORMAL,-
E025,0,0.1435546875,0.0,7,normal.,NORMAL,-
E001,0,0.3466796875,0.0009975433349609,8,normal.,NORMAL,-
E038,0,0.3515625,0.0032711029052734,6,normal.,NORMAL,-
E024,0,0.0439453125,0.0001049041748046,20,normal.,NORMAL,-
E010,0,0.2041015625,0.0016126632690429,0,normal.,NORMAL,-
E038,0,0.4072265625,0.0002717971801757,5,normal.,NORMAL,-
E028,0,0.22265625,0.0005521774291992,4,normal.,NORMAL,-
E030,0,0.15625,0.0004243850708007,1,normal.,NORMAL,-
E026,0,0.3203125,0.0006055831909179,7,normal.,NORMAL,-
E000,0,0.23046875,0.0030727386474609,1,normal.,NORMAL,-
E028,0,5.7900390625,0.0,19,normal.,ANOMALY,LOW
E003,0,0.0419921875,4.100799560546875e-05,15,normal.,NORMAL,-
E046,0,0.142578125,0.0001001358032226,12,normal.,NORMAL,-
E030,0,2.4140625,0.000467300415039,1,normal.,NORMAL,-
E010,0,0.2392578125,0.0003223419189453,4,normal.,NORMAL,-
E009,0,0.142578125,0.0001001358032226,20,normal.,NORMAL,-
E025,0,0.046875,4.57763671875e-05,11,normal.,NORMAL,-
E032,0,0.2041015625,0.0002927780151367,3,normal.,NORMAL,-
E000,0,0.3017578125,0.0012216567993164,2,normal.,NORMAL,-
E015,0,0.248046875,0.0015525817871093,5,normal.,NORMAL,-
E043,0,0.044921875,4.38690185546875e-05,2,normal.,NORMAL,-
E028,0,0.2138671875,0.0037479400634765,0,normal.,NORMAL,-
E033,0,0.1025390625,0.0001382827758789,7,normal.,NORMAL,-
E046,0,0.04296875,0.0001239776611328,15,normal.,NORMAL,-
E000,0,1.0537109375,0.000319480895996,13,normal.,NORMAL,-
E049,0,1.0078125,0.0,3,smurf.,NORMAL,-
E031,0,0.3291015625,0.003204345703125,14,normal.,NORMAL,-
E028,0,0.041015625,4.00543212890625e-05,14,normal.,NORMAL,-
E032,0,0.6796875,0.000319480895996,13,normal.,NORMAL,-
E012,0,0.3203125,0.0012359619140625,5,normal.,NORMAL,-
E033,0,0.2177734375,0.0014028549194335,16,normal.,NORMAL,-
E016,0,0.2431640625,0.0137290954589843,17,normal.,NORMAL,-
E024,0,0.302734375,0.0033292770385742,2,normal.,NORMAL,-
E049,0,0.318359375,0.000258445739746,0,normal.,NORMAL,-
E016,0,0.1787109375,0.0,22,normal.,NORMAL,-
E037,0,171.2275390625,0.0,19,normal.,ANOMALY,MEDIUM
E032,0,0.220703125,0.0028629302978515,0,normal.,NORMAL,-
E036,0,0.306640625,0.0010566711425781,23,normal.,NORMAL,-
E049,0,7.109375,0.0,6,normal.,ANOMALY,LOW
E040,0,0.142578125,0.0001001358032226,3,normal.,NORMAL,-
E018,0,0.220703125,0.0014371871948242,10,normal.,NORMAL,-
E013,0,0.3193359375,0.0002574920654296,22,normal.,NORMAL,-
E024,0,0.7109375,0.0003223419189453,19,normal.,NORMAL,-
E012,0,0.2353515625,0.0013132095336914,23,normal.,NORMAL,-
E046,0,1.0078125,0.0,0,smurf.,NORMAL,-
E033,0,1.0078125,0.0,6,smurf.,NORMAL,-
E019,0,0.240234375,0.0004405975341796,21,normal.,NORMAL,-
E008,0,0.1025390625,0.0001392364501953,23,normal.,NORMAL,-
E019,0,0.0439453125,0.0001258850097656,0,normal.,NORMAL,-
E031,0,0.1025390625,0.0,9,normal.,NORMAL,-
E041,0,0.1630859375,0.0017709732055664,23,normal.,NORMAL,-
E007,0,0.1025390625,0.0001401901245117,10,normal.,NORMAL,-
E017,0,0.271484375,0.0014915466308593,8,normal.,NORMAL,-
E004,0,0.2919921875,0.0007381439208984,1,normal.,NORMAL,-
E046,0,0.267578125,0.0066986083984375,16,normal.,NORMAL,-
E031,0,0.314453125,0.0001802444458007,2,normal.,NORMAL,-
E046,0,0.208984375,0.000767707824707,14,normal.,NORMAL,-
E001,0,0.0,0.0,23,normal.,NORMAL,-
E024,0,0.228515625,0.000885009765625,18,normal.,NORMAL,-
E007,0,0.1884765625,0.0002927780151367,23,normal.,NORMAL,-
E000,0,0.0,0.0,16,normal.,NORMAL,-
E027,0,0.2265625,0.0005064010620117,20,normal.,NORMAL,-
E013,0,0.2138671875,0.0003738403320312,1,normal.,NORMAL,-
E028,0,0.2265625,0.0023908615112304,5,normal.,NORMAL,-
E013,0,0.1025390625,0.0001401901245117,8,normal.,NORMAL,-
E015,0,0.28515625,0.0008230209350585,15,normal.,NORMAL,-
E035,0,0.3037109375,0.000640869140625,3,normal.,NORMAL,-
E042,0,0.2158203125,0.0006542205810546,20,normal.,NORMAL,-
E044,0,0.2109375,0.0006513595581054,8,normal.,NORMAL,-
E048,0,0.1025390625,0.0001382827758789,19,normal.,NORMAL,-
E036,0,0.244140625,0.0014600753784179,5,normal.,NORMAL,-
E030,0,0.0,0.0,7,normal.,NORMAL,-
E049,0,0.2236328125,0.0026731491088867,3,normal.,NORMAL,-
E035,0,0.3271484375,0.0002508163452148,9,normal.,NORMAL,-
E032,0,0.216796875,0.002471923828125,18,normal.,NORMAL,-
E032,0,0.3173828125,0.0002593994140625,13,normal.,NORMAL,-
E000,0,0.255859375,0.0031013488769531,7,normal.,NORMAL,-
E011,0,0.0,0.0,7,neptune.,NORMAL,-
E005,0,0.2109375,0.0024757385253906,18,normal.,NORMAL,-
E006,0,0.142578125,0.0001001358032226,18,normal.,NORMAL,-
E023,0,0.0849609375,0.0,3,normal.,NORMAL,-
E034,0,0.9052734375,0.0003175735473632,9,normal.,NORMAL,-
E026,0,0.2275390625,0.0010251998901367,2,normal.,NORMAL,-
E024,0,0.2138671875,0.0018110275268554,7,normal.,NORMAL,-
E032,0,0.3076171875,0.0026741027832031,23,normal.,NORMAL,-
E049,0,1.2119140625,0.000319480895996,22,normal.,NORMAL,-
E022,0,0.1435546875,0.0001001358032226,7,normal.,NORMAL,-
E014,0,0.3232421875,0.0018367767333984,4,normal.,NORMAL,-
E022,0,0.205078125,0.0002336502075195,20,normal.,NORMAL,-
E001,0,0.31640625,0.0022268295288085,7,normal.,NORMAL,-
E033,0,0.03515625,0.0,1,normal.,NORMAL,-
E017,0,1.39453125,0.0003480911254882,6,normal.,NORMAL,-
E027,0,0.3349609375,0.0100860595703125,12,normal.,NORMAL,-
E042,0,0.7275390625,0.000319480895996,7,normal.,NORMAL,-
E029,0,0.2890625,0.0003376007080078,6,normal.,NORMAL,-
E012,0,0.23828125,0.0010356903076171,16,normal.,NORMAL,-
E048,0,0.2578125,0.0016841888427734,23,normal.,NORMAL,-
E041,0,0.1025390625,0.0001382827758789,18,normal.,NORMAL,-
E044,0,0.197265625,0.0022563934326171,10,normal.,NORMAL,-
E037,0,0.142578125,0.0001001358032226,9,normal.,NORMAL,-
E002,0,0.3251953125,0.0004396438598632,8,normal.,NORMAL,-
E029,0,0.3115234375,0.0108585357666015,11,normal.,NORMAL,-
E029,0,0.2294921875,0.0003528594970703,10,normal.,NORMAL,-
E035,0,0.2099609375,0.0115976333618164,13,normal.,NORMAL,-
E024,0,0.24609375,0.0008153915405273,7,normal.,NORMAL,-
E045,0,0.310546875,0.0008172988891601,20,normal.,NORMAL,-
E045,0,0.0341796875,0.0,22,normal.,NORMAL,-
E021,0,0.2412109375,0.0003900527954101,1,normal.,NORMAL,-
E009,0,0.2392578125,0.0,18,normal.,NORMAL,-
E018,0,0.224609375,0.0011329650878906,0,normal.,NORMAL,-
E005,0,0.1982421875,0.0003719329833984,2,normal.,NORMAL,-
E009,0,0.0283203125,0.0,21,normal.,NORMAL,-
E045,0,0.310546875,0.0015687942504882,20,normal.,NORMAL,-
E041,0,0.3154296875,0.0057344436645507,13,normal.,NORMAL,-
E032,0,0.19921875,0.0009937286376953,8,normal.,NORMAL,-
E038,0,0.1962890625,0.0047807693481445,6,normal.,NORMAL,-
E003,0,0.1025390625,0.0,12,normal.,NORMAL,-
E011,0,0.2548828125,0.0096979141235351,9,normal.,NORMAL,-
E018,0,3.4697265625,0.0003137588500976,7,normal.,NORMAL,-
E027,0,0.1025390625,0.0001401901245117,7,normal.,NORMAL,-
E011,0,1.0078125,0.0,16,smurf.,NORMAL,-
E030,0,0.3291015625,0.0092544555664062,12,normal.,NORMAL,-
E009,0,3.603515625,0.0,17,normal.,NORMAL,-
E049,0,0.2783203125,0.024336814880371,11,normal.,NORMAL,-
E038,0,0.2724609375,0.003082275390625,6,normal.,NORMAL,-
E009,0,1.1650390625,0.0003528594970703,20,normal.,NORMAL,-
E037,0,0.142578125,0.0154829025268554,20,normal.,NORMAL,-
E044,0,0.1435546875,0.0001001358032226,13,normal.,NORMAL,-
E039,0,0.3134765625,0.0090770721435546,21,normal.,NORMAL,-
E015,0,0.2861328125,0.0023431777954101,7,normal.,NORMAL,-
E031,0,0.3251953125,0.0030765533447265,0,normal.,NORMAL,-
E020,0,0.0,0.0,17,normal.,NORMAL,-
E038,0,0.197265625,0.0002918243408203,17,normal.,NORMAL,-
E006,0,0.1962890625,0.0264711380004882,23,normal.,ANOMALY,LOW
E049,0,1.1005859375,0.0003585815429687,18,normal.,NORMAL,-
E047,0,0.1025390625,0.0,20,normal.,NORMAL,-
E038,0,0.2255859375,0.0010251998901367,0,normal.,NORMAL,-
E004,0,0.154296875,0.0001611709594726,21,normal.,NORMAL,-
E018,0,0.0,0.0,0,normal.,NORMAL,-
E033,0,0.271484375,0.0003480911254882,19,normal.,NORMAL,-
E003,0,0.0,0.0,3,normal.,NORMAL,-
E001,0,4.21484375,0.0,18,normal.,NORMAL,-
E048,0,1.0078125,0.0,21,smurf.,NORMAL,-
E024,0,0.208984375,0.002105712890625,1,normal.,NORMAL,-
E019,0,0.2236328125,0.0007743835449218,11,normal.,NORMAL,-
E018,0,0.142578125,0.0001001358032226,22,normal.,NORMAL,-
E008,0,0.1025390625,0.0001382827758789,4,normal.,NORMAL,-
E035,0,0.1025390625,0.0001392364501953,16,normal.,NORMAL,-
E018,0,0.2392578125,0.0036964416503906,12,normal.,NORMAL,-
E010,0,0.2275390625,0.0014677047729492,1,normal.,NORMAL,-
E018,0,0.2880859375,0.0007352828979492,5,normal.,NORMAL,-
E048,0,0.19140625,0.0029716491699218,9,normal.,NORMAL,-
E011,0,0.22265625,0.006169319152832,5,normal.,NORMAL,-
E020,0,0.234375,0.0077810287475585,1,normal.,NORMAL,-
E031,0,0.26171875,0.0200614929199218,12,normal.,NORMAL,-
E004,0,0.14453125,0.0005693435668945,11,normal.,NORMAL,-
E031,0,0.2197265625,0.024001121520996,23,normal.,ANOMALY,LOW
E007,0,0.333984375,0.0009870529174804,5,normal.,NORMAL,-
E032,0,0.26171875,0.0001821517944335,11,normal.,NORMAL,-
E016,0,0.1689453125,0.0076484680175781,23,normal.,NORMAL,-
E028,0,0.7041015625,0.0003166198730468,11,normal.,NORMAL,-
E004,0,0.1435546875,0.0001001358032226,18,normal.,NORMAL,-
E017,0,0.142578125,0.0001001358032226,15,normal.,NORMAL,-
E024,0,0.3076171875,0.0030469894409179,11,normal.,NORMAL,-
E027,0,0.2236328125,0.0007381439208984,0,normal.,NORMAL,-
E045,0,0.9111328125,0.0003166198730468,6,normal.,NORMAL,-
E049,0,0.326171875,0.0005378723144531,8,normal.,NORMAL,-
E035,0,0.1953125,0.0408582687377929,8,normal.,ANOMALY,LOW
E043,0,0.73046875,0.0,21,normal.,NORMAL,-
E012,0,0.310546875,0.0003890991210937,12,normal.,NORMAL,-
E029,0,0.04296875,4.1961669921875e-05,20,normal.,NORMAL,-
E013,0,1.6650390625,0.0003156661987304,21,normal.,NORMAL,-
E021,0,0.2119140625,0.033416748046875,5,normal.,ANOMALY,LOW
E025,0,0.30859375,0.0004138946533203,10,normal.,NORMAL,-
E010,0,0.2919921875,0.0004529953002929,10,normal.,NORMAL,-
E031,0,0.2099609375,0.0105657577514648,5,normal.,NORMAL,-
E010,0,0.294921875,0.002471923828125,16,normal.,NORMAL,-
E038,0,0.1025390625,0.0,21,normal.,NORMAL,-
E007,0,0.23828125,0.0007085800170898,0,normal.,NORMAL,-
E019,0,0.2744140625,0.0053348541259765,3,normal.,NORMAL,-
E019,0,0.0,0.0,23,normal.,NORMAL,-
E021,0,0.3330078125,0.0021476745605468,17,normal.,NORMAL,-
E002,0,0.2626953125,0.008885383605957,14,normal.,NORMAL,-
E008,0,0.2041015625,0.0048418045043945,1,normal.,NORMAL,-
E020,0,0.2314453125,0.0025482177734375,16,normal.,NORMAL,-
E020,0,0.271484375,0.0003004074096679,2,normal.,NORMAL,-
E028,0,0.1025390625,0.0001401901245117,7,normal.,NORMAL,-
E046,0,0.3583984375,0.0013456344604492,20,normal.,NORMAL,-
E016,0,0.044921875,4.38690185546875e-05,10,normal.,NORMAL,-
E017,0,0.357421875,0.0003623962402343,1,normal.,NORMAL,-
E042,0,0.037109375,0.0001239776611328,12,normal.,NORMAL,-
E018,0,1.0078125,0.0,0,smurf.,NORMAL,-
E014,0,0.005859375,0.000258445739746,15,normal.,NORMAL,-
E000,0,0.2158203125,0.0020828247070312,23,normal.,NORMAL,-
E004,0,0.19921875,0.0016870498657226,13,normal.,NORMAL,-
E002,0,0.2841796875,0.0014047622680664,23,normal.,NORMAL,-
E030,0,0.1025390625,0.0001382827758789,21,normal.,NORMAL,-
E045,0,0.16796875,0.0039472579956054,10,normal.,NORMAL,-
E030,0,0.033203125,0.0,15,normal.,NORMAL,-
E013,0,0.2294921875,0.0011758804321289,22,normal.,NORMAL,-
E025,0,0.0,0.0,6,normal.,NORMAL,-
E009,0,0.1943359375,0.0007514953613281,3,normal.,NORMAL,-
E021,0,0.29296875,0.0018291473388671,6,normal.,NORMAL,-
E005,0,0.1904296875,0.0138425827026367,16,normal.,NORMAL,-
E030,0,0.0625,0.0,22,normal.,NORMAL,-
E030,0,0.1025390625,0.0001392364501953,13,normal.,NORMAL,-
E047,0,0.04296875,0.000126838684082,17,normal.,NORMAL,-
E029,0,0.9296875,0.0003118515014648,18,normal.,NORMAL,-
E015,0,1.5595703125,0.0003175735473632,16,normal.,NORMAL,-
E046,0,0.1025390625,0.0,16,normal.,NORMAL,-
E043,0,0.279296875,0.0002927780151367,7,normal.,NORMAL,-
E013,0,0.251953125,0.0011491775512695,7,normal.,NORMAL,-
E038,0,3.8955078125,0.0002727508544921,16,normal.,NORMAL,-
E034,0,0.2158203125,0.0032587051391601,12,normal.,NORMAL,-
E003,0,0.2041015625,0.0104446411132812,2,normal.,NORMAL,-
E018,0,0.2509765625,0.0009584426879882,15,normal.,NORMAL,-
E023,0,0.28515625,0.0071744918823242,12,normal.,NORMAL,-
E045,0,3.234375,0.0003166198730468,23,normal.,NORMAL,-
E048,0,0.029296875,0.0,13,normal.,NORMAL,-
E040,0,0.1416015625,0.0001001358032226,20,normal.,NORMAL,-
E028,0,0.298828125,0.0013160705566406,5,normal.,NORMAL,-
E045,0,0.30078125,0.0030727386474609,11,normal.,NORMAL,-
E034,0,0.166015625,0.0013723373413085,15,normal.,NORMAL,-
E028,0,0.2099609375,0.0043401718139648,0,normal.,NORMAL,-
E030,0,0.0439453125,7.05718994140625e-05,6,normal.,NORMAL,-
E046,0,0.3056640625,0.000990867614746,11,normal.,NORMAL,-
E037,0,0.267578125,0.0012311935424804,18,normal.,NORMAL,-
E000,0,0.0,0.0,20,normal.,NORMAL,-
E024,0,0.1025390625,0.0001401901245117,16,normal.,NORMAL,-
E011,0,0.1630859375,0.0096187591552734,9,normal.,NORMAL,-
E022,0,0.2431640625,0.000584602355957,4,normal.,NORMAL,-
E043,0,0.0,0.0,10,normal.,NORMAL,-
E040,0,0.8837890625,0.0003118515014648,18,normal.,NORMAL,-
E020,0,0.142578125,0.0001001358032226,14,normal.,NORMAL,-
E019,0,0.3115234375,0.0011548995971679,1,normal.,NORMAL,-
E033,0,1.2705078125,0.000314712524414,6,normal.,NORMAL,-
E034,0,0.22265625,0.0032148361206054,4,normal.,NORMAL,-
E019,0,0.3115234375,0.0058937072753906,23,normal.,NORMAL,-
E029,0,0.3046875,0.0007610321044921,22,normal.,NORMAL,-
E049,0,0.234375,0.0002918243408203,21,normal.,NORMAL,-
E039,0,0.2783203125,0.0028886795043945,4,normal.,NORMAL,-
E037,0,0.1025390625,0.0001392364501953,10,normal.,NORMAL,-
E031,0,0.248046875,0.0001764297485351,3,normal.,NORMAL,-
E022,0,0.3056640625,0.0005931854248046,0,normal.,NORMAL,-
E020,0,0.3125,0.0004596710205078,12,normal.,NORMAL,-
E049,0,0.203125,0.0017948150634765,23,normal.,NORMAL,-
E049,0,0.142578125,0.0001001358032226,18,normal.,NORMAL,-
E043,0,0.029296875,0.0,0,normal.,NORMAL,-
E002,0,0.2744140625,0.0013303756713867,15,normal.,NORMAL,-
E045,0,0.216796875,0.0104837417602539,14,normal.,NORMAL,-
E049,0,0.2041015625,0.005711555480957,18,normal.,NORMAL,-
E039,0,0.20703125,0.0118932723999023,13,normal.,NORMAL,-
E026,0,0.1435546875,0.0001001358032226,13,normal.,NORMAL,-
E017,0,0.2861328125,0.0025014877319335,5,normal.,NORMAL,-
E023,0,0.1025390625,0.0001401901245117,12,normal.,NORMAL,-
E034,0,0.0419921875,6.961822509765625e-05,6,normal.,NORMAL,-
E027,0,0.2177734375,0.002328872680664,16,normal.,NORMAL,-
E035,0,0.19921875,0.0012121200561523,3,normal.,NORMAL,-
E048,0,0.3427734375,0.0003023147583007,3,normal.,NORMAL,-
E043,0,0.2158203125,0.0012845993041992,17,normal.,NORMAL,-
E043,0,1.435546875,0.0,8,normal.,NORMAL,-
E045,0,0.0,0.0,12,neptune.,NORMAL,-
E022,0,0.33203125,0.0031747817993164,2,normal.,NORMAL,-
E022,0,0.22265625,0.0010509490966796,13,normal.,NORMAL,-
E021,0,0.2529296875,0.0007829666137695,14,normal.,NORMAL,-
E005,0,0.3173828125,0.0007963180541992,10,normal.,NORMAL,-
E033,0,0.1435546875,0.0001001358032226,7,normal.,NORMAL,-
E025,0,0.208984375,0.0005807876586914,16,normal.,NORMAL,-
E040,0,0.2041015625,0.0002660751342773,20,normal.,NORMAL,-
E017,0,0.3017578125,0.0012760162353515,3,normal.,NORMAL,-
E032,0,0.2275390625,0.0008802413940429,14,normal.,NORMAL,-
E005,0,0.853515625,0.0003166198730468,0,normal.,NORMAL,-
E008,0,0.283203125,0.0001220703125,1,normal.,NORMAL,-
E002,0,0.3056640625,0.0002479553222656,12,normal.,NORMAL,-
E001,0,0.2041015625,0.0005655288696289,3,normal.,NORMAL,-
E018,0,0.296875,0.0090188980102539,0,normal.,NORMAL,-
E042,0,1.541015625,0.0003137588500976,20,normal.,NORMAL,-
E015,0,0.04296875,0.0001258850097656,15,normal.,NORMAL,-
E024,0,0.171875,0.0020923614501953,20,normal.,NORMAL,-
E004,0,0.140625,0.0494346618652343,19,normal.,ANOMALY,LOW
E013,0,0.314453125,0.0041999816894531,21,normal.,NORMAL,-
E044,0,0.333984375,0.0027189254760742,21,normal.,NORMAL,-
E006,0,0.3037109375,0.0031557083129882,2,normal.,NORMAL,-
E000,0,0.224609375,0.0013208389282226,23,normal.,NORMAL,-
E048,0,0.2529296875,0.0020685195922851,13,normal.,NORMAL,-
E044,0,0.044921875,0.0001068115234375,20,normal.,NORMAL,-
E033,0,0.1416015625,0.0001001358032226,7,normal.,NORMAL,-
E019,0,0.1025390625,0.0,5,normal.,NORMAL,-
E028,0,0.0,0.0,7,neptune.,NORMAL,-
E042,0,0.2939453125,0.0023183822631835,16,normal.,NORMAL,-
E016,0,0.203125,0.000472068786621,18,normal.,NORMAL,-
E004,0,0.2236328125,0.00946044921875,23,normal.,NORMAL,-
E020,0,0.1435546875,0.0001001358032226,2,normal.,NORMAL,-
E026,0,0.19921875,0.0247459411621093,21,normal.,NORMAL,-
E024,0,0.3095703125,0.0011577606201171,23,normal.,NORMAL,-
E017,0,0.279296875,0.0074701309204101,2,normal.,NORMAL,-
E033,0,0.2998046875,0.0581645965576171,11,normal.,ANOMALY,LOW
E046,0,0.2451171875,0.0007448196411132,23,normal.,NORMAL,-
E044,0,0.0,0.0,20,neptune.,NORMAL,-
E009,0,0.212890625,0.0064496994018554,12,normal.,NORMAL,-
E003,0,0.265625,0.010599136352539,7,normal.,NORMAL,-
E042,0,0.1435546875,0.0001001358032226,15,normal.,NORMAL,-
E049,0,0.0322265625,0.0,8,normal.,NORMAL,-
E004,0,0.2021484375,0.0003490447998046,5,normal.,NORMAL,-
E036,0,0.3154296875,0.0075206756591796,9,normal.,NORMAL,-
E016,0,0.201171875,0.000981330871582,21,normal.,NORMAL,-
E029,0,0.0341796875,0.0,10,normal.,NORMAL,-
E038,0,0.2119140625,0.0009937286376953,14,normal.,NORMAL,-
E045,0,0.2001953125,0.0002803802490234,3,normal.,NORMAL,-
E015,0,1.2333984375,0.0003156661987304,23,normal.,NORMAL,-
E026,0,6.84765625,0.0,19,normal.,ANOMALY,LOW
E027,0,0.814453125,0.0003223419189453,1,normal.,NORMAL,-
E015,0,0.1435546875,0.0001001358032226,9,normal.,NORMAL,-
E031,0,0.1435546875,0.0001001358032226,3,normal.,NORMAL,-
E032,0,0.353515625,0.0047674179077148,3,normal.,NORMAL,-
E017,0,0.2861328125,0.0011520385742187,21,normal.,NORMAL,-
E035,0,0.2939453125,0.0013427734375,18,normal.,NORMAL,-
E001,0,0.2890625,0.0062551498413085,21,normal.,NORMAL,-
E034,0,1.0078125,0.0,9,smurf.,NORMAL,-
E029,0,0.0439453125,4.291534423828125e-05,7,normal.,NORMAL,-
E037,0,0.1962890625,0.0032625198364257,2,normal.,NORMAL,-
E044,0,0.2607421875,0.0050678253173828,14,normal.,NORMAL,-
E006,0,0.310546875,0.000716209411621,9,normal.,NORMAL,-
E016,0,0.3203125,0.0006637573242187,3,normal.,NORMAL,-
E036,0,0.287109375,0.0009565353393554,18,normal.,NORMAL,-
E011,0,1.8046875,0.000319480895996,3,normal.,NORMAL,-
E011,0,0.333984375,0.0089597702026367,11,normal.,NORMAL,-
E022,0,0.3740234375,0.0,22,normal.,NORMAL,-
